;path;path_without;group;xmin;ymin;xmax;ymax;category_codes
160;.\data\deep_pcb_tangsali5201\group20085/20085/20085022_test.jpg;.\data\deep_pcb_tangsali5201\group20085/20085/20085022_temp.jpg;group20085;168;289;195;313;7
161;.\data\deep_pcb_tangsali5201\group20085/20085/20085023_test.jpg;.\data\deep_pcb_tangsali5201\group20085/20085/20085023_temp.jpg;group20085;437;388;462;408;3
162;.\data\deep_pcb_tangsali5201\group20085/20085/20085023_test.jpg;.\data\deep_pcb_tangsali5201\group20085/20085/20085023_temp.jpg;group20085;458;359;484;385;3
163;.\data\deep_pcb_tangsali5201\group20085/20085/20085023_test.jpg;.\data\deep_pcb_tangsali5201\group20085/20085/20085023_temp.jpg;group20085;545;411;573;434;2
164;.\data\deep_pcb_tangsali5201\group20085/20085/20085023_test.jpg;.\data\deep_pcb_tangsali5201\group20085/20085/20085023_temp.jpg;group20085;432;467;459;494;5
165;.\data\deep_pcb_tangsali5201\group20085/20085/20085023_test.jpg;.\data\deep_pcb_tangsali5201\group20085/20085/20085023_temp.jpg;group20085;322;264;347;287;7
166;.\data\deep_pcb_tangsali5201\group20085/20085/20085023_test.jpg;.\data\deep_pcb_tangsali5201\group20085/20085/20085023_temp.jpg;group20085;319;137;350;157;7
167;.\data\deep_pcb_tangsali5201\group20085/20085/20085023_test.jpg;.\data\deep_pcb_tangsali5201\group20085/20085/20085023_temp.jpg;group20085;396;68;421;90;2
168;.\data\deep_pcb_tangsali5201\group20085/20085/20085023_test.jpg;.\data\deep_pcb_tangsali5201\group20085/20085/20085023_temp.jpg;group20085;46;534;76;558;7
169;.\data\deep_pcb_tangsali5201\group20085/20085/20085024_test.jpg;.\data\deep_pcb_tangsali5201\group20085/20085/20085024_temp.jpg;group20085;163;402;192;424;3
170;.\data\deep_pcb_tangsali5201\group20085/20085/20085024_test.jpg;.\data\deep_pcb_tangsali5201\group20085/20085/20085024_temp.jpg;group20085;43;510;68;531;3
171;.\data\deep_pcb_tangsali5201\group20085/20085/20085024_test.jpg;.\data\deep_pcb_tangsali5201\group20085/20085/20085024_temp.jpg;group20085;132;430;185;450;4
172;.\data\deep_pcb_tangsali5201\group20085/20085/20085024_test.jpg;.\data\deep_pcb_tangsali5201\group20085/20085/20085024_temp.jpg;group20085;112;247;137;280;4
173;.\data\deep_pcb_tangsali5201\group20085/20085/20085024_test.jpg;.\data\deep_pcb_tangsali5201\group20085/20085/20085024_temp.jpg;group20085;260;381;291;405;5
174;.\data\deep_pcb_tangsali5201\group20085/20085/20085024_test.jpg;.\data\deep_pcb_tangsali5201\group20085/20085/20085024_temp.jpg;group20085;263;123;296;146;6
175;.\data\deep_pcb_tangsali5201\group20085/20085/20085024_test.jpg;.\data\deep_pcb_tangsali5201\group20085/20085/20085024_temp.jpg;group20085;433;233;463;259;7
176;.\data\deep_pcb_tangsali5201\group20085/20085/20085025_test.jpg;.\data\deep_pcb_tangsali5201\group20085/20085/20085025_temp.jpg;group20085;496;162;528;190;3
177;.\data\deep_pcb_tangsali5201\group20085/20085/20085025_test.jpg;.\data\deep_pcb_tangsali5201\group20085/20085/20085025_temp.jpg;group20085;503;68;543;94;4
178;.\data\deep_pcb_tangsali5201\group20085/20085/20085025_test.jpg;.\data\deep_pcb_tangsali5201\group20085/20085/20085025_temp.jpg;group20085;196;61;233;95;3
179;.\data\deep_pcb_tangsali5201\group20085/20085/20085025_test.jpg;.\data\deep_pcb_tangsali5201\group20085/20085/20085025_temp.jpg;group20085;367;74;426;103;4
180;.\data\deep_pcb_tangsali5201\group20085/20085/20085025_test.jpg;.\data\deep_pcb_tangsali5201\group20085/20085/20085025_temp.jpg;group20085;169;147;203;177;2
181;.\data\deep_pcb_tangsali5201\group20085/20085/20085025_test.jpg;.\data\deep_pcb_tangsali5201\group20085/20085/20085025_temp.jpg;group20085;121;103;154;131;5
182;.\data\deep_pcb_tangsali5201\group20085/20085/20085025_test.jpg;.\data\deep_pcb_tangsali5201\group20085/20085/20085025_temp.jpg;group20085;248;342;284;378;6
183;.\data\deep_pcb_tangsali5201\group20085/20085/20085025_test.jpg;.\data\deep_pcb_tangsali5201\group20085/20085/20085025_temp.jpg;group20085;75;166;111;202;7
184;.\data\deep_pcb_tangsali5201\group20085/20085/20085026_test.jpg;.\data\deep_pcb_tangsali5201\group20085/20085/20085026_temp.jpg;group20085;244;536;294;567;3
185;.\data\deep_pcb_tangsali5201\group20085/20085/20085026_test.jpg;.\data\deep_pcb_tangsali5201\group20085/20085/20085026_temp.jpg;group20085;252;447;285;497;4
186;.\data\deep_pcb_tangsali5201\group20085/20085/20085026_test.jpg;.\data\deep_pcb_tangsali5201\group20085/20085/20085026_temp.jpg;group20085;314;372;349;402;2
187;.\data\deep_pcb_tangsali5201\group20085/20085/20085026_test.jpg;.\data\deep_pcb_tangsali5201\group20085/20085/20085026_temp.jpg;group20085;74;364;114;397;5
188;.\data\deep_pcb_tangsali5201\group20085/20085/20085026_test.jpg;.\data\deep_pcb_tangsali5201\group20085/20085/20085026_temp.jpg;group20085;337;175;374;215;6
189;.\data\deep_pcb_tangsali5201\group20085/20085/20085026_test.jpg;.\data\deep_pcb_tangsali5201\group20085/20085/20085026_temp.jpg;group20085;483;387;521;425;7
190;.\data\deep_pcb_tangsali5201\group20085/20085/20085027_test.jpg;.\data\deep_pcb_tangsali5201\group20085/20085/20085027_temp.jpg;group20085;0;324;33;362;3
191;.\data\deep_pcb_tangsali5201\group20085/20085/20085027_test.jpg;.\data\deep_pcb_tangsali5201\group20085/20085/20085027_temp.jpg;group20085;235;575;287;613;4
192;.\data\deep_pcb_tangsali5201\group20085/20085/20085027_test.jpg;.\data\deep_pcb_tangsali5201\group20085/20085/20085027_temp.jpg;group20085;589;50;625;78;2
193;.\data\deep_pcb_tangsali5201\group20085/20085/20085027_test.jpg;.\data\deep_pcb_tangsali5201\group20085/20085/20085027_temp.jpg;group20085;4;427;34;458;5
194;.\data\deep_pcb_tangsali5201\group20085/20085/20085027_test.jpg;.\data\deep_pcb_tangsali5201\group20085/20085/20085027_temp.jpg;group20085;167;353;205;387;6
195;.\data\deep_pcb_tangsali5201\group20085/20085/20085027_test.jpg;.\data\deep_pcb_tangsali5201\group20085/20085/20085027_temp.jpg;group20085;583;473;626;506;7
196;.\data\deep_pcb_tangsali5201\group20085/20085/20085028_test.jpg;.\data\deep_pcb_tangsali5201\group20085/20085/20085028_temp.jpg;group20085;333;466;368;494;3
197;.\data\deep_pcb_tangsali5201\group20085/20085/20085028_test.jpg;.\data\deep_pcb_tangsali5201\group20085/20085/20085028_temp.jpg;group20085;514;113;542;148;4
198;.\data\deep_pcb_tangsali5201\group20085/20085/20085028_test.jpg;.\data\deep_pcb_tangsali5201\group20085/20085/20085028_temp.jpg;group20085;415;132;442;157;2
199;.\data\deep_pcb_tangsali5201\group20085/20085/20085028_test.jpg;.\data\deep_pcb_tangsali5201\group20085/20085/20085028_temp.jpg;group20085;341;350;365;373;2
200;.\data\deep_pcb_tangsali5201\group20085/20085/20085028_test.jpg;.\data\deep_pcb_tangsali5201\group20085/20085/20085028_temp.jpg;group20085;550;420;574;448;2
201;.\data\deep_pcb_tangsali5201\group20085/20085/20085028_test.jpg;.\data\deep_pcb_tangsali5201\group20085/20085/20085028_temp.jpg;group20085;343;407;371;433;5
202;.\data\deep_pcb_tangsali5201\group20085/20085/20085028_test.jpg;.\data\deep_pcb_tangsali5201\group20085/20085/20085028_temp.jpg;group20085;182;330;215;361;6
203;.\data\deep_pcb_tangsali5201\group20085/20085/20085028_test.jpg;.\data\deep_pcb_tangsali5201\group20085/20085/20085028_temp.jpg;group20085;169;232;198;259;7
204;.\data\deep_pcb_tangsali5201\group20085/20085/20085028_test.jpg;.\data\deep_pcb_tangsali5201\group20085/20085/20085028_temp.jpg;group20085;564;205;607;242;4
205;.\data\deep_pcb_tangsali5201\group20085/20085/20085029_test.jpg;.\data\deep_pcb_tangsali5201\group20085/20085/20085029_temp.jpg;group20085;359;156;400;186;3
206;.\data\deep_pcb_tangsali5201\group20085/20085/20085029_test.jpg;.\data\deep_pcb_tangsali5201\group20085/20085/20085029_temp.jpg;group20085;396;368;446;393;4
207;.\data\deep_pcb_tangsali5201\group20085/20085/20085029_test.jpg;.\data\deep_pcb_tangsali5201\group20085/20085/20085029_temp.jpg;group20085;87;257;134;281;4
208;.\data\deep_pcb_tangsali5201\group20085/20085/20085029_test.jpg;.\data\deep_pcb_tangsali5201\group20085/20085/20085029_temp.jpg;group20085;124;362;157;391;2
209;.\data\deep_pcb_tangsali5201\group20085/20085/20085029_test.jpg;.\data\deep_pcb_tangsali5201\group20085/20085/20085029_temp.jpg;group20085;237;295;265;322;2
210;.\data\deep_pcb_tangsali5201\group20085/20085/20085029_test.jpg;.\data\deep_pcb_tangsali5201\group20085/20085/20085029_temp.jpg;group20085;544;125;578;157;3
211;.\data\deep_pcb_tangsali5201\group20085/20085/20085029_test.jpg;.\data\deep_pcb_tangsali5201\group20085/20085/20085029_temp.jpg;group20085;328;258;364;291;6
212;.\data\deep_pcb_tangsali5201\group20085/20085/20085029_test.jpg;.\data\deep_pcb_tangsali5201\group20085/20085/20085029_temp.jpg;group20085;361;430;396;462;7
213;.\data\deep_pcb_tangsali5201\group20085/20085/20085030_test.jpg;.\data\deep_pcb_tangsali5201\group20085/20085/20085030_temp.jpg;group20085;172;430;204;463;3
214;.\data\deep_pcb_tangsali5201\group20085/20085/20085030_test.jpg;.\data\deep_pcb_tangsali5201\group20085/20085/20085030_temp.jpg;group20085;275;337;327;367;4
215;.\data\deep_pcb_tangsali5201\group20085/20085/20085030_test.jpg;.\data\deep_pcb_tangsali5201\group20085/20085/20085030_temp.jpg;group20085;239;377;274;402;5
216;.\data\deep_pcb_tangsali5201\group20085/20085/20085030_test.jpg;.\data\deep_pcb_tangsali5201\group20085/20085/20085030_temp.jpg;group20085;230;554;268;590;6
217;.\data\deep_pcb_tangsali5201\group20085/20085/20085030_test.jpg;.\data\deep_pcb_tangsali5201\group20085/20085/20085030_temp.jpg;group20085;322;357;361;392;7
218;.\data\deep_pcb_tangsali5201\group20085/20085/20085030_test.jpg;.\data\deep_pcb_tangsali5201\group20085/20085/20085030_temp.jpg;group20085;604;171;639;201;3
219;.\data\deep_pcb_tangsali5201\group20085/20085/20085030_test.jpg;.\data\deep_pcb_tangsali5201\group20085/20085/20085030_temp.jpg;group20085;73;49;126;78;4
220;.\data\deep_pcb_tangsali5201\group20085/20085/20085030_test.jpg;.\data\deep_pcb_tangsali5201\group20085/20085/20085030_temp.jpg;group20085;361;354;408;380;4
221;.\data\deep_pcb_tangsali5201\group20085/20085/20085031_test.jpg;.\data\deep_pcb_tangsali5201\group20085/20085/20085031_temp.jpg;group20085;569;529;604;558;3
222;.\data\deep_pcb_tangsali5201\group20085/20085/20085031_test.jpg;.\data\deep_pcb_tangsali5201\group20085/20085/20085031_temp.jpg;group20085;569;577;604;604;3
223;.\data\deep_pcb_tangsali5201\group20085/20085/20085031_test.jpg;.\data\deep_pcb_tangsali5201\group20085/20085/20085031_temp.jpg;group20085;296;165;322;210;4
224;.\data\deep_pcb_tangsali5201\group20085/20085/20085031_test.jpg;.\data\deep_pcb_tangsali5201\group20085/20085/20085031_temp.jpg;group20085;262;244;314;294;4
225;.\data\deep_pcb_tangsali5201\group20085/20085/20085031_test.jpg;.\data\deep_pcb_tangsali5201\group20085/20085/20085031_temp.jpg;group20085;378;168;412;197;2
226;.\data\deep_pcb_tangsali5201\group20085/20085/20085031_test.jpg;.\data\deep_pcb_tangsali5201\group20085/20085/20085031_temp.jpg;group20085;538;563;562;588;2
227;.\data\deep_pcb_tangsali5201\group20085/20085/20085031_test.jpg;.\data\deep_pcb_tangsali5201\group20085/20085/20085031_temp.jpg;group20085;279;382;313;412;7
228;.\data\deep_pcb_tangsali5201\group20085/20085/20085031_test.jpg;.\data\deep_pcb_tangsali5201\group20085/20085/20085031_temp.jpg;group20085;67;455;113;493;6
229;.\data\deep_pcb_tangsali5201\group20085/20085/20085032_test.jpg;.\data\deep_pcb_tangsali5201\group20085/20085/20085032_temp.jpg;group20085;519;325;555;358;3
230;.\data\deep_pcb_tangsali5201\group20085/20085/20085032_test.jpg;.\data\deep_pcb_tangsali5201\group20085/20085/20085032_temp.jpg;group20085;561;285;591;311;3
231;.\data\deep_pcb_tangsali5201\group20085/20085/20085032_test.jpg;.\data\deep_pcb_tangsali5201\group20085/20085/20085032_temp.jpg;group20085;345;167;383;194;2
232;.\data\deep_pcb_tangsali5201\group20085/20085/20085032_test.jpg;.\data\deep_pcb_tangsali5201\group20085/20085/20085032_temp.jpg;group20085;569;385;601;409;5
233;.\data\deep_pcb_tangsali5201\group20085/20085/20085032_test.jpg;.\data\deep_pcb_tangsali5201\group20085/20085/20085032_temp.jpg;group20085;148;354;181;386;6
234;.\data\deep_pcb_tangsali5201\group20085/20085/20085032_test.jpg;.\data\deep_pcb_tangsali5201\group20085/20085/20085032_temp.jpg;group20085;296;221;328;253;7
235;.\data\deep_pcb_tangsali5201\group20085/20085/20085032_test.jpg;.\data\deep_pcb_tangsali5201\group20085/20085/20085032_temp.jpg;group20085;289;115;322;144;7
236;.\data\deep_pcb_tangsali5201\group20085/20085/20085033_test.jpg;.\data\deep_pcb_tangsali5201\group20085/20085/20085033_temp.jpg;group20085;427;128;464;156;3
237;.\data\deep_pcb_tangsali5201\group20085/20085/20085033_test.jpg;.\data\deep_pcb_tangsali5201\group20085/20085/20085033_temp.jpg;group20085;470;174;501;201;3
238;.\data\deep_pcb_tangsali5201\group20085/20085/20085033_test.jpg;.\data\deep_pcb_tangsali5201\group20085/20085/20085033_temp.jpg;group20085;422;405;450;460;4
239;.\data\deep_pcb_tangsali5201\group20085/20085/20085033_test.jpg;.\data\deep_pcb_tangsali5201\group20085/20085/20085033_temp.jpg;group20085;133;342;163;368;2
240;.\data\deep_pcb_tangsali5201\group20085/20085/20085033_test.jpg;.\data\deep_pcb_tangsali5201\group20085/20085/20085033_temp.jpg;group20085;96;182;133;212;5
241;.\data\deep_pcb_tangsali5201\group20085/20085/20085033_test.jpg;.\data\deep_pcb_tangsali5201\group20085/20085/20085033_temp.jpg;group20085;254;113;297;154;6
242;.\data\deep_pcb_tangsali5201\group20085/20085/20085033_test.jpg;.\data\deep_pcb_tangsali5201\group20085/20085/20085033_temp.jpg;group20085;227;276;263;306;7
243;.\data\deep_pcb_tangsali5201\group20085/20085/20085034_test.jpg;.\data\deep_pcb_tangsali5201\group20085/20085/20085034_temp.jpg;group20085;260;579;295;629;4
244;.\data\deep_pcb_tangsali5201\group20085/20085/20085034_test.jpg;.\data\deep_pcb_tangsali5201\group20085/20085/20085034_temp.jpg;group20085;233;507;271;535;2
245;.\data\deep_pcb_tangsali5201\group20085/20085/20085034_test.jpg;.\data\deep_pcb_tangsali5201\group20085/20085/20085034_temp.jpg;group20085;375;578;405;606;5
246;.\data\deep_pcb_tangsali5201\group20085/20085/20085034_test.jpg;.\data\deep_pcb_tangsali5201\group20085/20085/20085034_temp.jpg;group20085;364;252;397;287;6
247;.\data\deep_pcb_tangsali5201\group20085/20085/20085034_test.jpg;.\data\deep_pcb_tangsali5201\group20085/20085/20085034_temp.jpg;group20085;30;520;65;551;7
248;.\data\deep_pcb_tangsali5201\group20085/20085/20085034_test.jpg;.\data\deep_pcb_tangsali5201\group20085/20085/20085034_temp.jpg;group20085;429;564;464;597;7
249;.\data\deep_pcb_tangsali5201\group20085/20085/20085035_test.jpg;.\data\deep_pcb_tangsali5201\group20085/20085/20085035_temp.jpg;group20085;0;289;25;313;3
250;.\data\deep_pcb_tangsali5201\group20085/20085/20085035_test.jpg;.\data\deep_pcb_tangsali5201\group20085/20085/20085035_temp.jpg;group20085;169;77;196;102;2
251;.\data\deep_pcb_tangsali5201\group20085/20085/20085035_test.jpg;.\data\deep_pcb_tangsali5201\group20085/20085/20085035_temp.jpg;group20085;256;151;284;179;2
252;.\data\deep_pcb_tangsali5201\group20085/20085/20085035_test.jpg;.\data\deep_pcb_tangsali5201\group20085/20085/20085035_temp.jpg;group20085;2;424;31;454;5
253;.\data\deep_pcb_tangsali5201\group20085/20085/20085035_test.jpg;.\data\deep_pcb_tangsali5201\group20085/20085/20085035_temp.jpg;group20085;172;449;210;481;6
254;.\data\deep_pcb_tangsali5201\group20085/20085/20085035_test.jpg;.\data\deep_pcb_tangsali5201\group20085/20085/20085035_temp.jpg;group20085;595;192;625;222;7
255;.\data\deep_pcb_tangsali5201\group20085/20085/20085036_test.jpg;.\data\deep_pcb_tangsali5201\group20085/20085/20085036_temp.jpg;group20085;337;382;367;413;3
256;.\data\deep_pcb_tangsali5201\group20085/20085/20085036_test.jpg;.\data\deep_pcb_tangsali5201\group20085/20085/20085036_temp.jpg;group20085;499;240;534;279;4
257;.\data\deep_pcb_tangsali5201\group20085/20085/20085036_test.jpg;.\data\deep_pcb_tangsali5201\group20085/20085/20085036_temp.jpg;group20085;234;103;300;127;4
258;.\data\deep_pcb_tangsali5201\group20085/20085/20085036_test.jpg;.\data\deep_pcb_tangsali5201\group20085/20085/20085036_temp.jpg;group20085;329;494;361;520;5
259;.\data\deep_pcb_tangsali5201\group20085/20085/20085036_test.jpg;.\data\deep_pcb_tangsali5201\group20085/20085/20085036_temp.jpg;group20085;440;450;481;486;6
260;.\data\deep_pcb_tangsali5201\group20085/20085/20085036_test.jpg;.\data\deep_pcb_tangsali5201\group20085/20085/20085036_temp.jpg;group20085;575;11;608;40;7
261;.\data\deep_pcb_tangsali5201\group20085/20085/20085036_test.jpg;.\data\deep_pcb_tangsali5201\group20085/20085/20085036_temp.jpg;group20085;389;180;430;217;3
262;.\data\deep_pcb_tangsali5201\group20085/20085/20085037_test.jpg;.\data\deep_pcb_tangsali5201\group20085/20085/20085037_temp.jpg;group20085;334;224;367;252;3
263;.\data\deep_pcb_tangsali5201\group20085/20085/20085037_test.jpg;.\data\deep_pcb_tangsali5201\group20085/20085/20085037_temp.jpg;group20085;396;492;446;524;4
264;.\data\deep_pcb_tangsali5201\group20085/20085/20085037_test.jpg;.\data\deep_pcb_tangsali5201\group20085/20085/20085037_temp.jpg;group20085;380;292;407;316;2
265;.\data\deep_pcb_tangsali5201\group20085/20085/20085037_test.jpg;.\data\deep_pcb_tangsali5201\group20085/20085/20085037_temp.jpg;group20085;539;176;572;201;5
266;.\data\deep_pcb_tangsali5201\group20085/20085/20085037_test.jpg;.\data\deep_pcb_tangsali5201\group20085/20085/20085037_temp.jpg;group20085;232;213;261;241;7
267;.\data\deep_pcb_tangsali5201\group20085/20085/20085038_test.jpg;.\data\deep_pcb_tangsali5201\group20085/20085/20085038_temp.jpg;group20085;45;117;73;150;3
268;.\data\deep_pcb_tangsali5201\group20085/20085/20085038_test.jpg;.\data\deep_pcb_tangsali5201\group20085/20085/20085038_temp.jpg;group20085;239;169;274;197;2
269;.\data\deep_pcb_tangsali5201\group20085/20085/20085038_test.jpg;.\data\deep_pcb_tangsali5201\group20085/20085/20085038_temp.jpg;group20085;321;186;353;211;5
270;.\data\deep_pcb_tangsali5201\group20085/20085/20085038_test.jpg;.\data\deep_pcb_tangsali5201\group20085/20085/20085038_temp.jpg;group20085;451;86;485;117;6
271;.\data\deep_pcb_tangsali5201\group20085/20085/20085038_test.jpg;.\data\deep_pcb_tangsali5201\group20085/20085/20085038_temp.jpg;group20085;346;114;382;146;7
272;.\data\deep_pcb_tangsali5201\group20085/20085/20085038_test.jpg;.\data\deep_pcb_tangsali5201\group20085/20085/20085038_temp.jpg;group20085;128;55;177;86;4
273;.\data\deep_pcb_tangsali5201\group20085/20085/20085038_test.jpg;.\data\deep_pcb_tangsali5201\group20085/20085/20085038_temp.jpg;group20085;367;113;404;140;4
274;.\data\deep_pcb_tangsali5201\group20085/20085/20085039_test.jpg;.\data\deep_pcb_tangsali5201\group20085/20085/20085039_temp.jpg;group20085;67;489;95;517;2
275;.\data\deep_pcb_tangsali5201\group20085/20085/20085039_test.jpg;.\data\deep_pcb_tangsali5201\group20085/20085/20085039_temp.jpg;group20085;308;536;408;564;4
276;.\data\deep_pcb_tangsali5201\group20085/20085/20085039_test.jpg;.\data\deep_pcb_tangsali5201\group20085/20085/20085039_temp.jpg;group20085;210;507;249;535;5
277;.\data\deep_pcb_tangsali5201\group20085/20085/20085039_test.jpg;.\data\deep_pcb_tangsali5201\group20085/20085/20085039_temp.jpg;group20085;249;323;294;357;6
278;.\data\deep_pcb_tangsali5201\group20085/20085/20085040_test.jpg;.\data\deep_pcb_tangsali5201\group20085/20085/20085040_temp.jpg;group20085;67;585;101;618;3
279;.\data\deep_pcb_tangsali5201\group20085/20085/20085040_test.jpg;.\data\deep_pcb_tangsali5201\group20085/20085/20085040_temp.jpg;group20085;488;259;524;286;2
280;.\data\deep_pcb_tangsali5201\group20085/20085/20085040_test.jpg;.\data\deep_pcb_tangsali5201\group20085/20085/20085040_temp.jpg;group20085;342;275;405;310;4
